発話者2,応答者2,対話行為,対話行為2,感情
紹介してくれる人とかが、紹介してくれる人とか連れてくる人とかっていうのがかっこいいかどうかは問題じゃないんだって。で、たとえはずれたとしても、行って、あ、この人はちょっと違うって思ったとしても、そこで判断しちゃいけないんだって。なぜなら、その、なんていうの、その、バック、その友達とかに、友だちとか同僚に、まだつながってく可能があるから。って、言ってた、私の友だちは。,ふーん、そっかー。それをつてに、増やせと。,自己開示,あいづち,嫌悪
じゃ、かなり話し合って詰めてってー。,あ、そうそうそう。で、実際その部屋を見ながらここはこういうふうにしましょうとかさ、わりとイメージしやすいんだよね。,自己開示,自己開示,嫌悪
ふーん。例えばさ、任されてー、そのー、任された人の好みと所長の好みが違ってもー、それはもう任したかぎりは、所長ってのは口を出さないわけ？,えーっとね、それは出すね。だからさ、こっちはこれがいいかなーと思って、図面とか自分で書いて、こういうふうにしましたって出すと、これはだめだとか言って、直されるから。,自己開示,応答(平叙),嫌悪
うん、うん。それでなんか、頭で考えたお前らとは違うんだって言うの。げん、,あー、そう、それはあるんだよねー。,自己開示,自己開示,嫌悪
でもね、なんかねー、熱烈なメールを送るっていう気にもならないし、なんかだからストーカーみたいじゃん、あんまりそうやってずっとやってると。,確かに。,自己開示,自己開示,嫌悪
あー、そういう科目の相談とかですか。,ま、あんまり、まだ相談とかにはのってないんですけど、で、できれば。あの、実はこの研究室から独立したばっかりだからー、一緒に日本語研にいて、でー、独立して、今度この、新しい校舎になって、広ーい部屋をもらったんですよ。うーん、で、今まで、だから留学生がー、あのー、図書を見るための部屋とか、ま、ちょっとみんなで集まる部屋とかがー、なかったんですよね。うーん、だからま、そういう部屋になればいいなーっていう感じで。,自己開示,応答(平叙),嫌悪
あ、Ｇ。,うん。,あいづち,あいづち,嫌悪
ふーん。,うーん。,あいづち,あいづち,嫌悪
質問に詰まるなんていっつもですよ、質問されても。,あとでよくよく考えてみると、あの説明でよかったのかなーっていうのがやっぱり、結構あるかもしれない。,自己開示,自己開示,嫌悪
あの、説明とかもほんとに最悪で、も、説明したらよけいみんなが混乱しちゃうっていう。,うーん、わかんなくなっちゃうっていうのは。,自己開示,自己開示,嫌悪
先生、わかりません、説明してもわかりませんとか言われることが結構多くて、わかりません、がくーみたいな。まだまだ、なかなか。３か月で終わるっていうのは、短期集中。,あ、そうじゃなくて、えーと３か月ごとに進級していくんですよ。,自己開示,自己開示,嫌悪
ティッシュ配りとか、あとなんかコンタクトレンズのなんかビラとか、あれも結構嫌ですね。,うーん。私以前ちょっと一人暮らししてたときに、練馬に住んでたんで、あの、池袋が、もよ、ま、最寄りというか、一番近い、こう、ショッピングスポットだったんですけど、そのときはやっぱり池袋は新宿よりもさらになんかこう、なんていうかごちゃごちゃしてるというか。,自己開示,あいづち,嫌悪
あー、はいはいはい。,あのタイルの前とかで壁、壁ハチとかって呼んでて。,自己開示,自己開示,嫌悪
そいのもあるんだ。,あるある、いっぱいある。なんか、ボーッて横からすごい勢いで出てくる、ジェットが出てくるやつみたいのもあるし、いろいろな種類のがあったよ。,自己開示,応答(平叙),嫌悪
うーん。,遠いんだもん。,自己開示,自己開示,嫌悪
そっかー。まじめな人は、ずっとまじめかなー。よくない人が入ってくるからいけないのかなー。,うーん、そう。入れないでね、って思ってても、入れちゃうんだなこれが。,自己開示,自己開示,嫌悪
別科ねー。書類選考でしょ、ほとんどが、書類と保証人の。だから、本人の面接とかがないからね、わかんないよね。,ほとんどできない、ほとんどできないねー。,自己開示,自己開示,嫌悪
そりゃちょっと言いすぎ。,ねー、ちょっとうーんって言って。あっちはすごい変わってる感じがして。変わってるって、そりゃ私が、ちっちゃーい子だと思ってたのが、もうねー、大人だからさ。すごい、大人になってるとか思って、感動して。大きくなったねー、ずーっと言っていた。だけど、ちっちゃいときにね、私たちってさー、おっきいでしょ、背が。そして、私のいとこのＧちゃんも、とってもおっきいでしょ、背が。で、あそこの家族はちっちゃかったの。それはまだ年も小学生とかだったから、すごくちっちゃかったんだけど。大きくなったら、私もあんなふうに大きくなれるんだって、ずっと思ってたんだって。で、いいなー、おっきくてって、ずっと思ってたんだって。でも、大きくなっても、大きくならなかったんだって。あの家族は小さいのね。だから、大きくならなかったなーって言ってた。,自己開示,自己開示,嫌悪
えー、でもさー、服とか買いに行っても、なんでも切らなきゃいけないし。やだよ。ズボンとかそのままで、ああ、ちょうどいいわみたいなことって、めったにないもん。大体、ああちょっと、３センチ詰めてくださいとか、なんかそんなふうだもの。,うーん。もうちょっと、こう、スタイルがよかったらそりゃ。でも、ぱって買おうと思ったら、お客様にはちょっと、とか言われたら、ショーックじゃん。,自己開示,あいづち,嫌悪
